Country,Town,Site Name,Location,Services,Cost,Altitude,Latitude,Longitude,Website URL,Site Type,Comments
Spain,Fanlo ,,Countryside,,€0.00,1080,42.566439,0.030701,http://ourbumble.com/torla-to-llavorsi/,Wild,Little lay by with big views.  Great for lunch or dinner but not necessarily for an overnight stop. 
Spain,Ainsa,,Village/Town/City,Trash,€0.00,539,42.414842,0.143828,http://ourbumble.com/torla-to-llavorsi/,Mixed Parking,Large car park at the side of the river.  Look up to the town and surrounding mountain peaks.  Nice and flat car park with great views 
Spain,Ainsa ,,Village/Town/City,"Fresh WaterGrey WaterTrash",€0.00,541,42.416061,0.141299,http://ourbumble.com/torla-to-llavorsi/,Mixed Parking,Small loose gravel car park just off main road and at side of river.  Fresh water from tap in playground just behind the car park.  Grid for grey waste.  Good views up to town and very quiet.  
Spain,Guera National Park,Sierra y canines de Guara,Countryside,Trash,€0.00,671,42.21974,0.045281,http://ourbumble.com/torla-to-llavorsi/,Mixed Parking,Loose gravel car park in middle of Guera national park.  Excellent views  down valley and rock face.
Spain,Alquezar ,,Village/Town/City,,€0.00,685,42.16952,0.021411,http://ourbumble.com/torla-to-llavorsi/,Mixed Parking,Tiered level car park on the outskirts of the village. 
Spain,Capella,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrashToilets",€0.00,474,42.194808,0.397808,http://ourbumble.com/torla-to-llavorsi/,Mixed Parking,"Small car park next to bridge and river.  Little park area with fresh water, toilets, BBQ facility, picnic area etc.  great little spot."
Spain,Rods de Isabena,,Village/Town/City,Trash,€0.00,837,42.291757,0.529622,http://ourbumble.com/torla-to-llavorsi/,Mixed Parking,Small Tarmac car park with excellent views over surrounding countryside.  Short stroll and you are in the small village.
Spain,Montanuy,,Countryside,,€0.00,1499,42.605375,0.766432,http://ourbumble.com/torla-to-llavorsi/,Wild,Loose gravel stop at the base of the lake and looking up in to mountains.   
Spain,Naut Aran,,Village/Town/City,"Fresh WaterToilets",€0.00,1256,42.70585,0.902001,http://ourbumble.com/torla-to-llavorsi/,Mixed Parking,Large car park at the side of the river permitting Motorhomes for up to 3 days.
Spain,Naut Aran,,,,€0.00,1883,42.673135,0.966154,http://ourbumble.com/torla-to-llavorsi/,Wild,Small lay by with stunning views. Ideal spot for a break half way up a snaking road.
Spain,La Vale de Gerber,,Countryside,Trash,€0.00,1927,42.653238,1.00017,http://ourbumble.com/torla-to-llavorsi/,Mixed Parking,Large loose gravel car park at the base of a ski lift.  No restrictions.
Spain,La Guingueta d'Aneu,,Village/Town/City,Trash,€0.00,935,42.592781,1.132583,http://ourbumble.com/torla-to-llavorsi/,Wild,Small parking spot right beside the lake.  Good for day parking but restricted for Motorhomes between 8 and 8
Spain,Llavorsi,,Countryside,,€0.00,827,42.516871,1.195725,http://ourbumble.com/torla-to-llavorsi/,Wild,Patch of land at the side of the river and under trees.  Surrounded by hills and glorious countryside.  Perfect for a quite camping spot.  
Spain,La Seu d'Urgell,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrashElectric",€0.00,684,42.359173,1.465392,http://ourbumble.com/torla-to-llavorsi/,Rest Area & Services,"Small aire right in the middle of the historical centre and next door to the parador.  Original space for around a 20 vans but now opened up to a large section which caters for around 100 vehicles.  Simple but well organised facility.  2 euros for 100 litres fresh water, free non drinking water. Electricity 1 euro for 2 hours with about 10 spaces."
Spain,Playa da Salobreña,,Beach,,€0.00,10,36.731107,-3.58556,http://ourbumble.com/torrox-costa-to-nijar/,Wild,"Clean and tidy little lay-by at the side of residential area.  The beach is located at the end of the street with toilet and water facilities to the right, although facilities only open at peak times.   "
Spain,Salobreña,,Beach,Trash,€0.00,-9,36.740739,-3.595389,http://ourbumble.com/torrox-costa-to-nijar/,Wild,"Small piece of land right on the beach and just 5 minutes out of the town.   Tucked nicely in the middle of the farm land and allotments, so no passing traffic.  Solid, gravel surface with room for a dozen Motorhomes."
Spain,El Ejido,,Beach,,€0.00,9,36.710714,-2.819899,http://ourbumble.com/torrox-costa-to-nijar/,Mixed Parking,"No Motorhome parking permitted in any of the beach car parks.  This parking spot is in the middle of the villas, so nice and quiet and flat.  Good for one night."
Spain,Tabernas,Mini Holywood,Village/Town/City,,€0.00,299,37.020451,-2.433642,http://ourbumble.com/torrox-costa-to-nijar/,Mixed Parking,"Mini Hollywood car park, which is free to coaches and campers.  Flat, clean and right at the side of the entrance to the theme park.  "
Spain,Tabernas,,Village/Town/City,"TrashFresh Water",€0.00,390,37.048413,-2.395125,http://ourbumble.com/torrox-costa-to-nijar/,Mixed Parking,"Public car park at side of sports arena.  Flat, clean Tarmac with no restrictions or notices.   Two fresh water taps and rubbish bins."
Spain,Nijar,,Village/Town/City,Trash,€0.00,352,36.96607,-2.208328,http://ourbumble.com/torrox-costa-to-nijar/,Mixed Parking,Lose gravel car park with flat points at the top of the Nejar town.  Municipal parking with no restrictions.  Great views up to the natural park behind. 
Spain,Cabanes,,Countryside,,€0.00,282,40.157949,0.088612,http://ourbumble.com/villafumes-to-zaragoza/,Wild,Excellent countryside views but no services
Spain,Benicarlo ,,Beach,"ShowersTrash",€0.00,-6,40.417328,0.435833,http://ourbumble.com/villafumes-to-zaragoza/,Wild,"Flat, loose gravel spare land right on the beach.  Easy walk to harbour and in to town.  "
Spain,Morelia ,,Countryside,,€0.00,934,40.597945,-0.051174,http://ourbumble.com/villafumes-to-zaragoza/,Wild,Small layby just outside Morelia with fantastic views of countryside and the town of morella. 
Spain,Morella,,Countryside,"Fresh WaterBlack WaterGrey WaterTrash",€0.00,973,40.623894,-0.091715,http://ourbumble.com/villafumes-to-zaragoza/,Rest Area & Services,"Free aire in excellent location.  Just outside Morella so you get a fantastic view of the village and castle.  Flat surface with little garden separators. Good, effective services."
Spain,Morella ,,Village/Town/City,"TrashToilets",€0.00,974,40.623171,-0.101259,http://ourbumble.com/villafumes-to-zaragoza/,Mixed Parking,Morella is blessed with both an aire and village car park.  If you drive up to the castle wall there is ample parking which is flat and fantastic views around countryside and up to the castle.  Just before you enter the castle wall there are public toilets.
Spain,Valderrobres ,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterTrash",€0.00,488,40.873924,0.155804,http://ourbumble.com/villafumes-to-zaragoza/,Rest Area & Services,Free aire.  Loose gravel and flat.  Clean service areA with easy access.  Right on the river bank and at the beginning of the old town.
Spain,Alcaniz,,Village/Town/City,Trash,€0.00,303,41.053237,-0.127422,http://ourbumble.com/villafumes-to-zaragoza/,Mixed Parking,On street parking with no restrictions.  This small side street is quiet and just at the beginning of the town.  Probably about 10 minutes walk via Mercadona lift (takes you up the side of the rock to old town).
Spain,Belchite ,,Village/Town/City,Trash,€0.00,447,41.303621,-0.751698,http://ourbumble.com/villafumes-to-zaragoza/,Mixed Parking,Small car park in between old and new town.  Flat concrete and quiet. 
Spain,Zaragoza,,Village/Town/City,"TrashFresh Water",€0.00,206,41.656727,-0.863597,http://ourbumble.com/villafumes-to-zaragoza/,Mixed Parking,On street parking inquirer residential area with main attractions close by.  Lidl just around the corner and child play area with fresh water tap and rubbish bin.
Spain,Montejaque,,Village/Town/City,,€0.00,678,36.736363,-5.250036,http://ourbumble.com/zahara-to-el-chorro/,Mixed Parking,"Small village close to gorge and damn.  Great place limestone formation.  Parking limited to the main street due to access and steep roads.  Flat, level, Tarmac and relatively quiet. "
Spain,Ronda,,Village/Town/City,,€0.00,746,36.751154,-5.16781,http://ourbumble.com/zahara-to-el-chorro/,Mixed Parking,"Flat, hard surface car park located next to apartment block and one block away from Aldi.  Off the Main Street, so quiet in the evenings.  Ronda has lots of on vertical road parking but very few horizontal, so whilst not a great view very practical and within easy walking distance of the twin and main sites. "
Spain,Setenil de las Bodegas,,Village/Town/City,,€0.00,548,36.862712,-5.17562,http://ourbumble.com/zahara-to-el-chorro/,Mixed Parking,Street parking at side of the river.  Flat and quiet with no parking restrictions.  Within easy walking distance of the town and main attractions.  
Spain,Carratraca,,Village/Town/City,Trash,€0.00,540,36.855861,-4.821177,http://ourbumble.com/zahara-to-el-chorro/,Mixed Parking,"Hard, flat surface overlooking hills, next to cemetery.  Good spot for visiting springs."
Spain,Alora,,Lake,,€0.00,202,36.907405,-4.760599,http://ourbumble.com/zahara-to-el-chorro/,Wild,"Uneven surface but relatively flat.  Located right on the river over looking El Chorro, a superb location.  "
Spain,Gurrea de Gallego,,Countryside,,€0.00,390,41.99443,-0.680803,http://ourbumble.com/zarragoza-to-torla/,Wild,Loose gravel piece of land in the middle of nowhere.  Great views over the surrounding countryside and ancient acquaduct  
Spain,Huesca,,Village/Town/City,"TrashToiletsFresh Water",€0.00,463,42.143518,-0.402508,http://ourbumble.com/zarragoza-to-torla/,Mixed Parking,Flat and quiet road side parking at the side of the park.  Fresh water and portable toilets just at the entrance.  Good place to stay if you're visiting the town and only 5 minutes walk.
Spain,Loarre,Castillo de Loarre,Countryside,"Fresh WaterTrashToilets",€0.00,1043,42.327939,-0.610597,http://ourbumble.com/zarragoza-to-torla/,Mixed Parking,Tarmac car park but need chocs to get level.  No charge for parking and no restrictions.  Fresh water and toilet facilities at the visitor centre.
Spain,Riglos,,Village/Town/City,Trash,€0.00,634,42.345179,-0.725923,http://ourbumble.com/zarragoza-to-torla/,Mixed Parking,Flat Tarmac car park with great view of the rocks.  Bar and swimming pool to the right
Spain,San Juan de la Pena,Monasterio de San Juan,Countryside,"Fresh WaterTrash",€0.00,1213,42.507278,-0.663426,http://ourbumble.com/zarragoza-to-torla/,Mixed Parking,Car park located in the wooded area near to the new monestary.  Good area for shade.  Fresh water and rubbish at the picnic area.  
Spain,San Juan de la Pena,,Village/Town/City,Trash,€0.00,781,42.524371,-0.673751,http://ourbumble.com/zarragoza-to-torla/,Mixed Parking,"On the road parking in the little village of San Juan.  On a slope, so need chocs to get level."
Spain,Jaca,,Village/Town/City,Trash,€0.00,816,42.565495,-0.565151,http://ourbumble.com/zarragoza-to-torla/,Mixed Parking,Flat Tarmac car park belonging to mercadona supermarket.  No parking restrictions and only a short walk to Jaca town.  Great views over valley and quiet.  
Spain,Olivan,,Countryside,Fresh Water,€0.00,861,42.583518,-0.322032,http://ourbumble.com/zarragoza-to-torla/,Wild,Loose gravel dirt track running alongside the mountain stream with excellent views of the surrounding hills.
Spain,Biecas,,Village/Town/City,Trash,€0.00,875,42.626228,-0.32174,http://ourbumble.com/zarragoza-to-torla/,Mixed Parking,"Large municipal car park with no restrictions except on Saturday for local market.  Flat, loose gravel surface."
Spain,Torla,,Countryside,"Fresh WaterGrey WaterTrashToilets",€0.00,987,42.623685,-0.111534,http://ourbumble.com/zarragoza-to-torla/,Mixed Parking,"Flat Tarmac car park.  It is the main car park and whilst it does say no sleeping in your vehicle, the police do not mind as long as you don't put out your Canary, chairs etc.  Be discrete and you are ok.  Free to park.  Park on the lower car park as better view of both the peak and the valley plus better breeze if visiting in night of summer.  "
Sweden,Tanum,,Countryside,Trash,€0.00,13,58.684091,11.394309,http://ourbumble.com/bronzed-out/,Mixed Parking,"Car park located at the bronze age museum and carvings. Two car parks - lower one gets busy but the upper is quieter and loose stone.No parking restrictions of charges."
Sweden,Kungalv,,Village/Town/City,"Fresh WaterGrey WaterTrashBlack WaterToilets",€0.00,11,57.863706,11.999834,http://ourbumble.com/flaming-hot-fridge/,Mixed Parking,"Nice quiet location next to the river and the canoe club. Parking as you enter is restricted on time during June and July. You can park near the waters edge except on Thursdays when they hold antique market.Loose gravel and stone.  The small wooden hut/shelter is where you empty black and grey waste and fill up with fresh water."
Sweden,Gothenburg,,Village/Town/City,,€0.00,16,57.648854,11.933819,http://ourbumble.com/halla-sweden/,Mixed Parking,"Large car park, which is located 7km out of the city. Good place to put your head down when just arrived ferry plus located next to LPG filling station."
Sweden,Stromstad,,Harbour,,€0.00,3,58.940858,11.167513,http://ourbumble.com/hei-norge/,Mixed Parking,Tarmac car park located on waters edge.  Parking from 9-18 and then free overnight.
Sweden,Lysekil,,Harbour,Trash,€0.00,-50,58.268883,11.424784,http://ourbumble.com/hundreds-of-pink-granite-islands/,Mixed Parking,"Great car park tucked in behind the rocks with excellent views over the sea. Small beach cove to the right, nice walks and town is just 5 minutes walk. Flat surface."
